Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J8,Conn_01x04_Pin,PinHeader_1x04_P2.54mm_Vertical,164.87,-151.0,90.0,top
J9,Conn_01x04_Pin,PinHeader_1x04_P2.54mm_Vertical,164.5,-189.3,90.0,top
KR1,~,Korry Switch,69.9,-102.46,0.0,top
KR2,~,Korry Switch,346.05,-102.47,0.0,top
KR3,~,Korry Switch,134.15,-102.61,0.0,top
KR4,~,Korry Switch,208.15,-153.41,0.0,top
KR5,~,Korry Switch,166.05,-102.51,0.0,top
KR6,~,Korry Switch,208.15,-187.21,0.0,top
KR7,~,Korry Switch,208.2,-102.56,0.0,top
KR8,~,Korry Switch,310.25,-187.29,0.0,top
KR9,~,Korry Switch,276.8,-102.36,0.0,top
R1,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,92.65,-95.0,0.0,top
R10,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,234.35,-118.5,0.0,top
R11,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,257.35,-118.8,0.0,top
R12,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,277.9,-118.8,0.0,top
R13,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,321.85,-125.8,0.0,top
R14,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,334.05,-118.9,0.0,top
R15,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,356.65,-118.8,0.0,top
R16,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,340.2,-96.4,0.0,top
R17,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,346.9,-126.0,0.0,top
R18,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,351.55,-159.3,0.0,top
R19,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,57.15,-175.5,0.0,top
R2,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,92.25,-115.0,0.0,top
R20,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,88.1,-173.8,0.0,top
R21,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,86.75,-203.3,0.0,top
R22,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,124.75,-175.6,0.0,top
R23,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,152.1,-177.6,0.0,top
R24,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,151.1,-202.9,0.0,top
R25,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,81.6,-189.2,0.0,top
R26,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,105.7,-175.9,0.0,top
R27,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,125.15,-203.6,0.0,top
R28,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,174.95,-202.9,0.0,top
R29,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,195.9,-173.2,0.0,top
R3,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,104.35,-95.0,0.0,top
R30,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,221.25,-170.5,0.0,top
R31,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,255.9,-160.4,0.0,top
R32,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,295.15,-131.9,0.0,top
R33,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,330.2,-167.7,0.0,top
R34,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,349.25,-168.1,0.0,top
